week,regional,rnc,cluster,cidade,cellname,count,covered_sites
34,ES,RNCES01,ES-VITORIA,VITÓRIA,UESVIT42G,8,"UESVIT03,UESVIT07,UESVIT11,UESVIT24,UESVIT32,WESVIT03,WESVIT07,WESVIT32"
34,ES,RNCES01,ES-VITORIA,VITÓRIA,UESVIT453,2,"UESVIT10,WESVIT10"
34,ES,RNCES01,ES-VITORIA,VITÓRIA,UESVIT45K,2,"UESVIT10,WESVIT10"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE01O,1,UESVVE07
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE041,6,"UESVIT01,UESVIT02,UESVIT15,UESVIT31,WESVIT02,WESVIT30"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE042,6,"UESVVE03,UESVVE08,UESVVE12,UESVVE21,UESVVE24,WESVVE04"
34,ES,RNCES01,,VILA VELHA,UESVVE071,3,"UESVIT20,UESVIT29,UESVIT34"
34,ES,RNCES01,,VILA VELHA,UESVVE07I,6,"UESVIT20,UESVIT21,UESVIT28,UESVIT29,UESVIT33,UESVIT34"
34,ES,RNCES01,,VILA VELHA,UESVVE07J,6,"UESVVE01,UESVVE02,UESVVE12,UESVVE13,UESVVE18,UESVVE23"
34,ES,RNCES01,,VILA VELHA,UESVVE07M,6,"UESVIT20,UESVIT21,UESVIT28,UESVIT29,UESVIT33,UESVIT34"
34,ES,RNCES01,,VILA VELHA,UESVVE07N,6,"UESVVE01,UESVVE02,UESVVE12,UESVVE13,UESVVE18,UESVVE23"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE091,2,"UESVVE05,WESVVE05"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE093,1,UESVVE17
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE09K,1,UESVVE17
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE132,1,UESVVE02
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE152,2,"UESVVE08,UESVVE22"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE15J,2,"UESVVE08,UESVVE22"
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE161,1,UESCAR33
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE162,6,"UESVIT01,UESVIT10,UESVIT31,UESVIT45,UESVVE14,WESVIT10"
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE16E,1,UESCAR33
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE16F,29,"UESVIT01,UESVIT02,UESVIT03,UESVIT04,UESVIT06,UESVIT07,UESVIT09,UESVIT10,UESVIT11,UESVIT14,UESVIT15,UESVIT24,UESVIT27,UESVIT31,UESVIT32,UESVIT38,UESVIT41,UESVIT42,UESVIT45,UESVVE14,WESVIT02,WESVIT03,WESVIT04,WESVIT06,WESVIT07,WESVIT10,WESVIT14,WESVIT30,WESVIT32"
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE16M,1,UESCAR33
34,ES,RNCES01,ES-CARIACICA/VIANA,CARIACICA,UESVVE16N,11,"UESVIT01,UESVIT02,UESVIT10,UESVIT11,UESVIT27,UESVIT31,UESVIT45,UESVVE14,WESVIT02,WESVIT10,WESVIT30"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE18M,1,UESVIT41
34,ES,RNCES01,ES-LITORAL_SUL,VILA VELHA,UESVVE19J,3,"NS01ESGUP14,NS01ESGUP20,NS01ESSOLR3"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE221,3,"UESVVE03,UESVVE08,UESVVE24"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE22M,3,"UESVVE03,UESVVE08,UESVVE24"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE242,2,"UESVVE03,UESVVE21"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE243,1,UESVVE15
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE25I,12,"UESSOLR1,UESVVE01,UESVVE02,UESVVE03,UESVVE06,UESVVE07,UESVVE08,UESVVE12,UESVVE17,UESVVE18,UESVVE21,UESVVE22"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE261,6,"UESVIT01,UESVIT10,UESVIT31,UESVIT45,WESVIT10,WESVIT30"
34,ES,RNCES01,ES-VILA_VELHA,VILA VELHA,UESVVE262,8,"UESVVE02,UESVVE03,UESVVE04,UESVVE13,UESVVE18,UESVVE23,UESVVE24,WESVVE04"
34,CO,RNCGO04,GO-GNA_METRO,ABADIA DE GOIÁS,UGOABG01A,1,UGOABG02
34,CO,RNCGO04,GO-GNA_METRO,ABADIA DE GOIÁS,UGOABG01C,1,UGOGPO02
34,CO,RNCGO04,GO-GNA_METRO,ABADIA DE GOIÁS,UGOABG01E,1,UGOABG02
34,CO,RNCGO04,GO-GNA_METRO,ABADIA DE GOIÁS,UGOABG01G,1,UGOGPO02
34,CO,RNCGO04,GO-GNA_METRO,ABADIA DE GOIÁS,UGOABG01O,1,UGOGPO02
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,UGOABG02E,1,UGOGNA81
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,UGOABG02J,1,UGOGNA80
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02A,1,UGOGNA61
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02C,1,UGOACG57
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02G,1,UGOACG57
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02I,1,UGOGNA61
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02K,1,UGOACG57
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02M,1,UGOGNA61
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG02O,1,UGOACG57
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG04C,1,UGOACG39
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG04G,1,UGOACG39
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG04I,1,UGOACG16
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG04M,1,UGOACG16
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG05B,1,UGOACG10
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG05F,1,UGOACG10
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG06C,1,UGOACG07
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG06G,1,UGOACG07
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG06K,1,UGOACG07
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG06O,1,UGOACG07
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG10A,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG10E,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG10I,3,"UGOACG05,UGOACG29,UGOACG38"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG10M,3,"UGOACG05,UGOACG29,UGOACG38"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG11A,1,UGOGNA1U
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG11E,1,UGOGNA1U
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG13C,2,"UGOACG12,UGOACG46"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG13G,2,"UGOACG12,UGOACG46"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG13K,2,"UGOACG12,UGOACG46"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG13O,2,"UGOACG12,UGOACG46"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14B,1,UGOGNA76
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14C,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14F,1,UGOGNA76
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14G,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14K,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG14O,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15E,1,UGOACG20
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15F,1,UGOACG45
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15I,1,UGOACG20
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15J,1,UGOACG45
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15K,1,UGOACG18
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15M,1,UGOACG20
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15N,1,UGOACG45
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG15O,1,UGOACG18
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG16A,2,"UGOACG15,UGOACG18"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG16E,1,UGOACG18
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG18J,3,"UGOACG15,UGOACG20,UGOACG44"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG18K,1,UGOACG30
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG18N,3,"UGOACG15,UGOACG20,UGOACG44"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG18O,1,UGOACG30
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG20J,2,"UGOACG25,UGOACG44"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG20K,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG20M,1,UGOACG03
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG20N,2,"UGOACG25,UGOACG44"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG20O,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21B,2,"UGOACG23,UGOACG60"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21C,2,"UGOACG09,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21F,2,"UGOACG23,UGOACG60"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21I,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21J,1,UGOACG60
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21M,1,UGOACG25
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG21N,1,UGOACG60
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23A,6,"UGOACG09,UGOACG19,UGOACG21,UGOACG44,UGOACG60,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23C,3,"UGOACG04,UGOACG39,UGOACG48"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23E,19,"UGOACG03,UGOACG09,UGOACG14,UGOACG19,UGOACG20,UGOACG21,UGOACG25,UGOACG33,UGOACG44,UGOACG60,UGOGNA0C,UGOGNA1I,UGOGNA3Y,UGOGNA60,UGOGNA76,UGOGNA78,UGOGNA88,UGOGNAB7,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23G,3,"UGOACG04,UGOACG39,UGOACG48"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23I,19,"UGOACG03,UGOACG09,UGOACG14,UGOACG19,UGOACG20,UGOACG21,UGOACG25,UGOACG33,UGOACG44,UGOACG60,UGOGNA0C,UGOGNA1I,UGOGNA3Y,UGOGNA60,UGOGNA76,UGOGNA78,UGOGNA88,UGOGNAB7,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG23M,19,"UGOACG03,UGOACG09,UGOACG14,UGOACG19,UGOACG20,UGOACG21,UGOACG25,UGOACG33,UGOACG44,UGOACG60,UGOGNA0C,UGOGNA1I,UGOGNA3Y,UGOGNA60,UGOGNA76,UGOGNA78,UGOGNA88,UGOGNAB7,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25A,1,UGOACG14
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25B,2,"UGOACG44,UGOACG45"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25C,1,UGOACG20
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25E,1,UGOACG14
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25F,2,"UGOACG44,UGOACG45"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25G,1,UGOACG20
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25J,2,"UGOACG44,UGOACG45"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG25K,1,UGOACG20
34,CO,RNCGO04,GO-APG,GOIÂNIA,UGOACG27K,1,UGOACG59
34,CO,RNCGO04,GO-APG,GOIÂNIA,UGOACG27O,1,UGOACG59
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG29I,2,"UGOACG12,UGOACG54"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG29J,1,UGOACG07
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG31B,1,UGOACG01
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG31C,1,UGOACG36
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG31F,1,UGOACG01
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG31G,1,UGOACG36
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG31K,2,"UGOACG08,UGOACG36"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG32B,2,"UGOACG02,UGOACG18"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG32C,2,"UGOACG13,UGOACG47"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG32F,2,"UGOACG02,UGOACG18"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG32K,2,"UGOACG13,UGOACG47"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG32O,2,"UGOACG13,UGOACG47"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33B,1,UGOACG03
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33C,1,UGOGNA78
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33F,1,UGOACG03
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33G,1,UGOGNA78
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33J,1,UGOACG03
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33K,1,UGOGNA78
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG33O,1,UGOGNA78
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG38B,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG38F,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG38J,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG38N,1,UGOACG05
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG44A,2,"UGOACG03,UGOACG20"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG44E,2,"UGOACG03,UGOACG20"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45A,1,UGOACG15
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45E,1,UGOACG15
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45I,3,"UGOACG15,UGOACG20,UGOACG25"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45K,2,"UGOACG16,UGOACG30"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45M,3,"UGOACG15,UGOACG20,UGOACG25"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG45O,2,"UGOACG16,UGOACG30"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46C,2,"UGOGNA92,WGOGNA92"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46F,1,UGOACG12
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46G,2,"UGOGNA92,WGOGNA92"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46J,1,UGOACG12
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46K,2,"UGOGNA92,WGOGNA92"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46N,1,UGOACG12
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG46O,2,"UGOGNA92,WGOGNA92"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG49C,1,UGOACG24
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG49G,1,UGOACG24
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG49K,1,UGOACG24
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG49O,1,UGOACG24
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG57B,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG57F,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG57J,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG57N,1,UGOACG02
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG60C,1,UGOACG23
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG60G,1,UGOACG23
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG60I,2,"UGOACG09,WGOACG09"
34,CO,RNCGO04,GO-APG,APARECIDA DE GOIÂNIA,UGOACG60M,2,"UGOACG09,WGOACG09"
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS01A,3,"UGOALS05,UGOALS10,UGOALS14"
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS01E,3,"UGOALS05,UGOALS10,UGOALS14"
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS01I,1,UGOALS10
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS01M,1,UGOALS10
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS06C,1,UGOALS01
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS06G,1,UGOALS01
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS06K,1,UGOALS01
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS06O,1,UGOALS01
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS11C,1,UGOALS09
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS11J,6,"UGOALS01,UGOALS04,UGOALS06,UGOALS10,UGOALS14,UGOALS20"
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS11N,6,"UGOALS01,UGOALS04,UGOALS06,UGOALS10,UGOALS14,UGOALS20"
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS12A,1,UGOALS19
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS12C,1,UGOALS09
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS12G,1,UGOALS09
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS12I,1,UGOALS19
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS12M,1,UGOALS19
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS14O,1,UGOALS05
34,CO,RNCDF02,GO-AGUAS_LINDAS_DE_GOIAS,ÁGUAS LINDAS DE GOIÁS,UGOALS17B,2,"UGOALS04,UGOALS20"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS01C,2,"UGOANS21,UGOANS42"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS01G,2,"UGOANS21,UGOANS42"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02B,1,UGOANS20
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02C,2,"UGOANS34,UGOANS82"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02F,1,UGOANS20
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02G,2,"UGOANS34,UGOANS82"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02J,1,UGOANS20
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02K,2,"UGOANS34,UGOANS82"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS02N,1,UGOANS20
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS03A,1,UGOANS17
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS03B,1,UGOANS81
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS03E,1,UGOANS17
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS03F,1,UGOANS81
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS03G,2,"UGOANS23,UGOANS27"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS04I,2,"UGOANS12,UGOANS25"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS04M,2,"UGOANS12,UGOANS25"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS07I,3,"UGOANS26,UGOANS58,UGOANS69"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS07M,3,"UGOANS26,UGOANS58,UGOANS69"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS11B,1,WGOANS11
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS11F,1,WGOANS11
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS12A,3,"UGOANS07,UGOANS40,UGOANS58"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS12E,3,"UGOANS07,UGOANS40,UGOANS58"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS12F,2,"UGOANS04,UGOANS25"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS12I,3,"UGOANS07,UGOANS40,UGOANS58"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS12M,3,"UGOANS07,UGOANS40,UGOANS58"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS14A,2,"UGOANS15,UGOANS47"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS14E,2,"UGOANS15,UGOANS47"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS14I,2,"UGOANS15,UGOANS47"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS14M,2,"UGOANS15,UGOANS47"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS15B,1,UGOANS17
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS15C,1,UGOANS28
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS15K,1,UGOANS28
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS16B,1,UGOANS82
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS16F,1,UGOANS82
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS16J,5,"UGOANS02,UGOANS34,UGOANS63,UGOANS71,UGOANS82"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS16N,5,"UGOANS02,UGOANS34,UGOANS63,UGOANS71,UGOANS82"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS18A,2,"UGOANS59,WGOANS59"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS18E,2,"UGOANS59,WGOANS59"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS18I,2,"UGOANS59,WGOANS59"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS18M,2,"UGOANS59,WGOANS59"
34,CO,RNCGO05,GO-ANAPOLIS,ANÁPOLIS,UGOANS20A,1,UGOANS75
