baseline_date,datetime,id,get_enodeb_name,element_id,mo,parameter,baseline,configured,mml,golden,status
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS10,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS10}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS10,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS10}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS10,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS10}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS11,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS11}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS12,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS12}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS13,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS13}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS14,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS14}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS14,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS14}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS14,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS14}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS16,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS16}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS18,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS18}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS19,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS19}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS21,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS21}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS21,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS21}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS21,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS21}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS24,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS24}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS24,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS24}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS24,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS24}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS25,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS25}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS25,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS25}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS25,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS25}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS28,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS28}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS29,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS29}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS29,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS29}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS29,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS29}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS30,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS30}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS30,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS30}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS30,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS30}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS32,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS32}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS32,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS32}",t,NOK
2017-11-23,2017-11-22 21:42:06,enodeb_baseline,EDFSQS32,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS32}",t,NOK
2017-11-23,2017-11-22 21:42:10,enodeb_baseline,EDFSQS34,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS34}",t,NOK
2017-11-23,2017-11-22 21:42:10,enodeb_baseline,EDFSQS34,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS34}",t,NOK
2017-11-23,2017-11-22 21:42:10,enodeb_baseline,EDFSQS34,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS34}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS36,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS36}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS36,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS36}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS36,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS36}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS37,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS37}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS37,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS37}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS37,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS37}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS39,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS39}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS39,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS39}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS39,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS39}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS41,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS41}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS41,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS41}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS41,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS41}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS42,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS42}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS42,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS42}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS42,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS42}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS43,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS43}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS43,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS43}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS43,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS43}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:58:24,enodeb_baseline,EDFSQS45,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS45}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,12,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=12,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,13,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=13,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,14,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=14,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,8,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=8,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,9,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=9,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
2017-11-23,2017-11-22 21:44:38,enodeb_baseline,EDFSQS46,10,EUTRANINTERNFREQ,THRESHXHIGH,"('11','5')",7,"MOD EUTRANINTERNFREQ:LOCALCELLID=10,DLEARFCN=2950,THRESHXHIGH=11; {EDFSQS46}",t,NOK
