"week";"cellname";"REGIONAL";"count";"covered_sites"
12;"UBASMF11B";"BASE";1;"UBASMF06"
6;"URNPTB02C";"NE";2;"URNPTB06,WRNPTB06"
13;"UMGURAR60";"MG";1;"UMGURAR7"
7;"UCEAER14B";"NE";1;"UCEMES02"
13;"UGOGNAC1O";"CO";2;"UGOGNA23,UGOGNA3T"
8;"UMGCTG11O";"MG";1;"UMGCTG28"
11;"UESVVE243";"ES";1;"UESVVE15"
7;"UROPVO40A";"CO";6;"UROPVO05,UROPVO27,UROPVO44,UROPVO76,WROPVO05,WROPVO27"
14;"UROVHA04C";"CO";1;"UROVHA03"
8;"UGOGNA23M";"CO";1;"UGOGNA91"
14;"UCEJNE04E";"NE";1;"UCEJNE08"
10;"UGOGNAA2K";"CO";1;"UGOGNA1Y"
13;"UDFSQS13O";"CO";8;"UDFSQNI3,UDFSQNI8,UDFSQNX3,UDFSQSI3,UDFSQSI4,UDFSQSIC,UDFSQSID,UDFSQSIE"
9;"UGOANS20A";"CO";1;"UGOANS75"
12;"WGOACG09J";"CO";1;"UGOACG19"
13;"UMGBET23O";"MG";1;"UMGBET20"
12;"UMGBET21K";"MG";2;"UMGBET14,UMGBET15"
12;"UPRCKG03G";"PRSC";8;"UPRCBX01,UPRCBX02,UPRCBX03,UPRCBX07,UPRCBX08,UPRCBX09,UPRCBXR1,UPRPNS05"
12;"UPEGUS03B";"NE";2;"UPEGUS04,UPEGUS05"
10;"UALSMM01I";"NE";1;"UALSMM04"
11;"UMGCMD04I";"MG";1;"UMGCMD02"
11;"WRNPTB10J";"NE";6;"URNPNG03,URNPNG07,URNPNG11,URNPTB04,URNPTB05,WRNPTB05"
14;"UCEAER07M";"NE";13;"UCEAER01,UCEAER04,UCEAER06,UCEAER13,UCEPAR02,UCEPAR08,UCEPAR14,UCEPAR19,UCEPARI2,UCEPIC01,UCEPIC05,UCEPIC06,UCEPIC07"
8;"UDFTAG51G";"CO";3;"UDFTAG23,UDFTAG40,WDFTAG40"
12;"UMGBBC02J";"MG";1;"UMGBBC07"
10;"UPITER10K";"NE";1;"UPITER20"
6;"UALAIR04J";"NE";2;"UALAIR02,UALAIR03"
10;"UPEJBO18A";"NE";1;"UPEJBO10"
11;"UMGRBN09K";"MG";1;"UMGRBN06"
6;"UBACAJ10E";"BASE";1;"UBASMF17"
12;"UDFGMA19F";"CO";3;"UDFGMA04,UDFGMA14,WDFGMA14"
14;"UMGUBA061";"MG";2;"UMGUBA01,UMGUBA04"
9;"UPBCGE12B";"NE";4;"UPBCGE08,UPBCGE11,UPBCGE14,UPBCGEI1"
7;"UPEPOB01C";"NE";1;"UPEPOB02"
8;"UPESUN01A";"NE";1;"UPESUN02"
8;"UMGSLG02I";"MG";2;"UMGSLG09,UMGSLG18"
12;"UPECBOR4F";"NE";1;"UPECBO03"
14;"UESLIN081";"ES";1;"UESLIN03"
10;"UMGSJQ012";"MG";1;"UMGIGP01"
13;"UPEIPJR1C";"NE";1;"UPEIPJ16"
7;"UMGULA082";"MG";1;"UMGULA13"
6;"URNPIM11A";"NE";1;"URNPIM05"
7;"URNALC04M";"NE";1;"URNALC05"
13;"USCRSL09C";"PRSC";1;"USCRSL05"
9;"UGOGNA1LN";"CO";10;"UGOGNA0C,UGOGNA2Y,UGOGNA33,UGOGNA3Y,UGOGNA58,UGOGNA76,UGOGNA88,UGOGNA93,UGOGNAB7,WGOGNA33"
14;"UPRCSF43B";"PRSC";13;"UPRCCE11,UPRCCE14,UPRCSF06,UPRCSF07,UPRCSF09,UPRCSF11,UPRCSF12,UPRCSF31,UPRCSF50,UPRCSF51,UPRCSF63,UPRCSFI1,UPRCSFI2"
10;"UTOPMJ04C";"CO";2;"UTOPMJ07,WTOPMJ07"
8;"UPECBOR1J";"NE";1;"UPECBO16"
7;"UMGCTS03K";"MG";1;"UMGCTS01"
11;"UMGLGS02N";"MG";2;"UMGVSP07,UMGVSPR1"
8;"UDFTAG30G";"CO";1;"UDFTAG68"
13;"UMGCEN15I";"MG";3;"UMGCEN12,UMGCEN21,UMGCEN22"
6;"UBAJQE04A";"BASE";1;"UBAJQE06"
7;"UGORAA01K";"CO";1;"UGOCEE01"
14;"UMTSSZ04K";"CO";1;"UMTSSZ02"
6;"UDFSQS0LI";"CO";2;"UDFSQS0C,UDFSQS17"
10;"UDFSQS56A";"CO";5;"UDFSQS12,UDFSQS48,UDFSQS52,UDFSQSB2,WDFSQS12"
6;"UDFCOW02G";"CO";40;"UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQNI2,UDFSQNI6,UDFSQS06,UDFSQS07,UDFSQS08,UDFSQS21,UDFSQS23,UDFSQS25,UDFSQS28,UDFSQS29,UDFSQS32,UDFSQS39,UDFSQS42,UDFSQS51,UDFSQS57,UDFSQS59,UDFSQS64,UDFSQS82,UDFSQS83,UDFSQS84,UDFSQS87,UDFSQS89,UDFSQS93,UDFSQS95,UDFSQS97,UDFSQS98,UDFSQSA4,UDFSQSB3,UDFSQSB9,UDFSQSI5,UDFSQSI6,UDFSQSI9,WDFSQS07,WDFSQS87,WDFSQS97"
13;"UPBSOA01A";"NE";1;"UPBBNN01"
10;"UMGIPG05J";"MG";2;"UMGIPG06,UMGIPG23"
14;"UMGMOE010";"MG";1;"UMGMOE02"
10;"UMGPAM27N";"MG";1;"UMGPAMI3"
10;"UPITER37I";"NE";1;"UPITER64"
7;"UDFSQS93M";"CO";20;"UDFSQS0C,UDFSQS0L,UDFSQS0M,UDFSQS17,UDFSQS71,UDFSQS90,UDFSQSD3,UDFTAG08,UDFTAG11,UDFTAG30,UDFTAG31,UDFTAG35,UDFTAG40,UDFTAG51,UDFTAG92,UDFTAGA4,UDFTAGI2,WDFTAG11,WDFTAG40,WDFTAG92"
14;"UMTCBA32N";"CO";22;"UMTCBA09,UMTCBA11,UMTCBA17,UMTCBA18,UMTCBA21,UMTCBA25,UMTCBA27,UMTCBA31,UMTCBA38,UMTCBA39,UMTCBA42,UMTCBA43,UMTCBA48,UMTCBA55,UMTCBA59,UMTCBA61,UMTCBA67,UMTCBA69,UMTCBA76,UMTCBAA2,UMTCBAB1,UMTCBAI3"
13;"UCEMVA02G";"NE";1;"UCEMVA01"
7;"UESSER19F";"ES";1;"UESSER09"
8;"UPBVAR11M";"NE";4;"UPBTAB05,UPBTAB13,UPBTABI1,WPBTAB05"
13;"UMSCPE28F";"CO";17;"UMSCPE08,UMSCPE0B,UMSCPE0P,UMSCPE1E,UMSCPE1G,UMSCPE26,UMSCPE33,UMSCPE50,UMSCPE55,UMSCPE59,UMSCPE79,UMSCPE80,UMSCPE84,UMSCPE85,UMSCPE99,UMSCPEA8,WMSCPE79"
9;"UGOACG45E";"CO";1;"UGOACG15"
7;"UMGFTA110";"MG";2;"UMGFTA02,UMGFTA10"
12;"UTOTAQ05A";"CO";6;"UTOTAQ03,UTOTAQ04,UTOTAQ08,UTOTAQ13,UTOTAQ14,WTOTAQ08"
14;"UALMHD01E";"NE";1;"UALMHD06"
7;"UDFGMA03A";"CO";1;"UDFGMA42"
7;"UMGCOW351";"MG";20;"UMGBEL07,UMGBEL10,UMGCEN07,UMGCEN36,UMGCEN38,UMGCENI6,UMGCOW34,UMGCOW37,UMGSAV05,UMGSAV06,UMGSAV10,UMGSAV12,UMGSAV15,UMGSAV18,UMGSAV20,UMGSAV23,UMGSAVI1,UMGSAVI3,UMGSAVS1,UMGSAVS2"
12;"UPEEAA04G";"NE";1;"UPEEAA03"
7;"UBAJUA04I";"BASE";1;"UBAJUA02"
11;"UDFSQS26G";"CO";1;"UDFSQS0B"
12;"UMGFTA290";"MG";1;"UMGFTA12"
8;"UTOARN21G";"CO";1;"UTOARN30"
12;"UCEHZT05C";"NE";2;"UCEHZT01,UCEHZT12"
9;"UCEJNER1C";"NE";1;"UCEJNE26"
13;"UGOANS41C";"CO";1;"UGOANS05"
13;"URNPTB03F";"NE";9;"URNPNG02,URNPNG03,URNPNG05,URNPNG07,URNPNG11,URNPNG13,URNPTB04,URNPTB05,WRNPTB05"
6;"UMGPCD110";"MG";4;"UMGPCD01,UMGPCD02,UMGPCD06,UMGPCD07"
9;"UGOACG20M";"CO";1;"UGOACG03"
8;"UALMHD01I";"NE";1;"UALMHD06"
13;"UCECTS13A";"NE";1;"UCECTS03"
10;"URNSII04J";"NE";2;"URNSII01,URNSII02"
11;"UBABRR02B";"BASE";3;"UBABRR01,UBABRR06,UBABRR17"
7;"UTOTAQ11J";"CO";1;"UTOTAQ01"
6;"UCEEDS08F";"NE";3;"UCEPAC05,UCEPAC06,UCEPACI1"
12;"UBASMFR1B";"BASE";1;"UBACAJ10"
9;"UMSTLS16G";"CO";2;"UMSTLS01,WMSTLS01"
7;"UMGURA012";"MG";1;"UMGURA02"
12;"USCAOCR1I";"PRSC";5;"USCRSL01,USCRSL04,USCRSL05,USCRSL08,USCRSL09"
8;"UMGIBT021";"MG";1;"UMGIBT01"
8;"UGOGNA72F";"CO";1;"UGOGNAC3"
14;"UDFSQS89B";"CO";7;"UDFSQS29,UDFSQS32,UDFSQS57,UDFSQS84,UDFSQS97,UDFSQSI6,WDFSQS97"
6;"UMTBAG04O";"CO";4;"UMTBAG02,UMTBAG05,UMTBAG09,UMTPLA01"
10;"UBAVCZ02J";"BASE";3;"UBACEN16,UBACEN17,UBAVCZ01"
10;"URNEXZ02N";"NE";1;"URNEXZ01"
12;"UDFSQS95A";"CO";3;"UDFSQN13,UDFSQS93,UDFSQSB4"
6;"UGOGNA78G";"CO";2;"UGOACG02,UGOGNA61"
10;"UMGCONR20";"MG";1;"UMGCON01"
6;"USCCCO02C";"PRSC";3;"USCCCO01,USCCCO08,USCCCO19"
8;"UBADSA04B";"BASE";1;"UBADSA02"
10;"UMGRRE011";"MG";1;"UMGRRE02"
14;"UMTCBA52I";"CO";1;"UMTCBA40"
14;"UDFSQS96I";"CO";7;"UDFSQNI3,UDFSQNI8,UDFSQSI3,UDFSQSI4,UDFSQSIC,UDFSQSID,UDFSQSIE"
12;"UMGBET172";"MG";1;"UMGSJQ01"
11;"UDFGMA35B";"CO";1;"UDFGMA37"
9;"UMSCPE67O";"CO";6;"UMSCPE0R,UMSCPE13,UMSCPE29,UMSCPE70,UMSCPE75,WMSCPE75"
13;"UMTVAZ25F";"CO";1;"UMTVAZ10"
9;"UALMHD03J";"NE";31;"UALCAS01,UALCAS18,UALCLI07,UALFAR01,UALFAR02,UALFAR03,UALFAR04,UALFAR05,UALFAR08,UALFAR09,UALFAR10,UALFAR11,UALFAR12,UALFAR13,UALFAR14,UALFAR15,UALFAR18,UALFAR19,UALFAR21,UALFAR22,UALFAR23,UALFAR25,UALFAR27,UALFAR28,UALFAR38,UALFAR40,UALFAR47,UALFAR52,UALFARI1,WALCAS10,WALFAR04"
12;"UGOGTB01M";"CO";1;"UGOGTB05"
13;"UMGSLG031";"MG";3;"UMGSLG04,UMGSLG07,UMGSLG10"
10;"UMGBET121";"MG";1;"UMGSZD01"
11;"UPEJBO09O";"NE";1;"UPEJBO27"
8;"URNPIM18W";"NE";1;"URNPIM08"
14;"UPEGVT09J";"NE";1;"UPEGVT02"
7;"UPEPUI11F";"NE";3;"UPEOLD04,UPEOLD10,UPEOLD28"
11;"UTOPMJ05B";"CO";2;"UTOPMJ04,UTOPMJ14"
9;"UMGVSP081";"MG";1;"UMGVSP02"
11;"UPECRU37G";"NE";5;"UPECRU07,UPECRU09,UPECRU15,UPECRU29,UPECRU39"
7;"UMGBBC021";"MG";1;"UMGBBC07"
6;"URNALC09K";"NE";14;"URNALC01,URNALC04,URNALC06,URNALC08,URNALC13,URNLNV06,URNPTB02,URNPTB03,URNPTB06,URNPTB08,URNPTB10,WRNPTB03,WRNPTB06,WRNPTB10"
12;"UCEESB01E";"NE";1;"UCEMES03"
14;"UMGMCH020";"MG";1;"UMGMCH01"
9;"UPITER01G";"NE";3;"UPITER15,UPITER60,UPITERI1"
7;"UMGMNH01O";"MG";1;"UMGMNH07"
12;"UPECRU19I";"NE";3;"UPECRU13,UPECRU21,UPECRU40"
6;"UPRPPR02C";"PRSC";1;"UPRPPR03"
14;"UCESOL14M";"NE";3;"UCESOL01,UCESOL20,UCESOL21"
10;"UDFSOB44B";"CO";2;"UDFSOB07,UDFSOB26"
7;"UPITER55W";"NE";1;"UPITER59"
12;"UPRTAM01B";"PRSC";1;"UPRTAM02"
14;"UMGCLF041";"MG";1;"UMGCLF13"
9;"UMGFEA030";"MG";1;"UMGFEA02"
10;"UMGTEO040";"MG";1;"UMGTEO02"
11;"URNMCI09M";"NE";4;"URNPTG02,URNPTG11,URNSGM01,WRNPTG05"
8;"UGORVD11G";"CO";3;"UGORVD05,UGORVD07,UGORVD14"
11;"UGOANS81A";"CO";4;"UGOANS17,UGOANS18,UGOANS44,UGOANS57"
14;"UMGSLZ052";"MG";2;"UMGPLAI1,UMGSLZ04"
13;"WDFSOB25K";"CO";5;"UDFSOB07,UDFSOB26,UDFSOB36,UDFSOB51,WDFSOB36"
10;"UPEIPJ06G";"NE";4;"UPEIPJ01,UPEIPJ04,UPEIPJR2,WPEIPJ01"
13;"UROJIP02G";"CO";3;"UROJIP03,UROJIP10,UROJIP12"
7;"UPBLGC02G";"NE";1;"UPBCGE04"
9;"UBACARR4F";"BASE";1;"UBACAR25"
9;"UESCOL041";"ES";1;"UESCOL03"
14;"UMGJZF12M";"MG";1;"UMGJZF54"
7;"UPRFOZ25C";"PRSC";2;"UPRFOZ05,UPRFOZ21"
14;"UBACAB04C";"BASE";4;"UBABON04,UBABON11,UBABON19,UBABON30"
11;"UMSCPE35J";"CO";3;"UMSCPE13,UMSCPE70,UMSCPE96"
7;"UPIPCZ05E";"NE";2;"UPIPCZ02,UPIPCZ03"
9;"UPITER39A";"NE";20;"UPITER01,UPITER02,UPITER04,UPITER05,UPITER06,UPITER13,UPITER15,UPITER16,UPITER24,UPITER31,UPITER37,UPITER43,UPITER58,UPITER60,UPITER64,UPITER71,UPITER72,UPITER76,UPITER77,UPITERI1"
14;"UGOGNA0OE";"CO";1;"UGOGNA0B"
10;"UMGMCL20J";"MG";2;"UMGMCL08,UMGMCL19"
6;"UMTSNO02A";"CO";1;"UMTSNO07"
14;"UPBSOB01E";"NE";3;"UPBSPH01,UPBSPH02,UPBSPH05"
8;"UGOGNA56B";"CO";2;"UGOGNA34,UGOGNA51"
14;"UMSCPE36B";"CO";1;"UMSCPE97"
13;"UGOANS40F";"CO";1;"UGOANS25"
8;"UMGJZF40I";"MG";3;"UMGJZF17,UMGJZF19,UMGJZF25"
13;"UMGPLA111";"MG";1;"UMGPLA06"
9;"UPEGOI06C";"NE";1;"UPEGOIR1"
13;"UGOPWL03M";"CO";2;"UGOPWL06,UGOPWL10"
14;"UMGBET072";"MG";1;"UMGBET05"
14;"UMGGVD150";"MG";1;"UMGGVD14"
7;"UGOGNAA2B";"CO";1;"UGOGNA73"
10;"UTOARN07A";"CO";1;"UTOARN14"
13;"UMGSJR032";"MG";1;"UMGSJR01"
10;"UESVIT23F";"ES";7;"UESVIT06,UESVIT14,UESVIT26,UESVIT38,WESVIT06,WESVIT14,WESVIT26"
12;"UPRATT03B";"PRSC";1;"UPRATT02"
12;"URNMRO16C";"NE";1;"URNMRO09"
8;"UTOTAQ03M";"CO";1;"UTOTAQ13"
7;"UPRLDA18Q";"PRSC";2;"UPRLDA10,UPRLDA32"
9;"UCEJNE05M";"NE";1;"UCEJNE10"
13;"UPESHM01C";"NE";2;"UPESHM04,UPESHMR1"
7;"UPETIU02N";"NE";1;"UPETIU04"
9;"UBAIAP03C";"BASE";1;"UBAVCZ07"
8;"UBAVCT12B";"BASE";2;"UBAVCT11,UBAVCT30"
7;"UDFSQS36M";"CO";1;"UDFSQN24"
11;"UGOGNAB9O";"CO";3;"UGOGNA0M,UGOGNA3A,UGOGNAIA"
13;"UGORVD39M";"CO";2;"UGORVD01,UGORVD13"
9;"UMGURA052";"MG";2;"UMGURA01,UMGURA09"
8;"UGOGNA21N";"CO";2;"UGOGNA47,UGOGNA48"
11;"UPEPUI11I";"NE";1;"UPEPUI12"
7;"UGOIUS04O";"CO";1;"UGOIUS01"
6;"UMTCBA61C";"CO";1;"UMTCBA76"
11;"UPRTEB02A";"PRSC";1;"UPRTEB01"
12;"UPEPQE03B";"NE";1;"UPEPQE01"
9;"UCEPAR13C";"NE";1;"UCEPAR11"
11;"UESCAR03E";"ES";1;"UESCAR11"
6;"UGOANS57C";"CO";3;"UGOANS04,UGOANS19,UGOANS22"
14;"UMGCLF042";"MG";2;"UMGCLF01,UMGCLF13"
6;"UPITER30O";"NE";1;"UPITER70"
8;"USCMFA01B";"PRSC";1;"USCMFA02"
7;"UMGMUR04I";"MG";2;"UMGMUR01,UMGMUR06"
8;"UPECRU13F";"NE";1;"UPECRU21"
13;"UCEAER10A";"NE";3;"UCEAER01,UCEAER08,UCEAER17"
11;"USCTRO02A";"PRSC";1;"USCTRO10"
12;"UGOACG59A";"CO";4;"UGOACG11,UGOACG27,UGOACG38,UGOACG54"
9;"UCEIGER1A";"NE";2;"UCEIGE01,UCEIGE04"
11;"UPEOLD03G";"NE";4;"UPEOLD04,UPEOLD10,UPEOLD11,UPEOLD28"
11;"UGOALXR1I";"CO";1;"UGOALX01"
12;"UPBQUS01G";"NE";1;"UPBQUS02"
7;"UCECUC07E";"NE";1;"UCECUC17"
13;"UDFSQSB5O";"CO";4;"UDFGMA82,UDFSQS0P,UDFSQS63,UDFSQSI2"
8;"UCEPJS01F";"NE";1;"UCEPJS02"
14;"UDFGMA23K";"CO";2;"UDFGMA03,UDFGMA10"
12;"UGOANS68C";"CO";4;"UGOANS08,UGOANS30,UGOANS60,UGOANS63"
6;"UMGPLA03J";"MG";17;"UMGCNO02,UMGCNO03,UMGCNO04,UMGCNO05,UMGCNO07,UMGCNO09,UMGCNOI1,UMGFTA02,UMGFTA10,UMGFTA11,UMGFTA13,UMGFTA14,UMGFTA16,UMGFTA30,UMGSBR03,UMGSBR05,UMGSBR06"
11;"UALCAS13E";"NE";3;"UALCAS06,UALCAS09,UALCAS16"
9;"UGOGNAA2E";"CO";9;"UGOGNA0H,UGOGNA35,UGOGNA67,UGOGNA85,UGOGNA97,UGOGNAD1,UGOGNAD3,UGOGNAD7,UGOGNAI8"
7;"UMGSJR012";"MG";1;"UMGSJR04"
13;"UPEMDL06M";"NE";1;"UPEMDL13"
6;"UPBCGE08F";"NE";1;"UPBCGEI1"
8;"UMGCRT030";"MG";1;"UMGCRT02"
13;"UMTCBA61B";"CO";2;"UMTCBA70,UMTCBAA1"
9;"UMSCPE35M";"CO";1;"UMSCPE57"
7;"UPECOW24C";"NE";18;"UPECOW06,UPECOW09,UPECOW25,UPECOW27,UPECOW28,UPEEPH03,UPEEPH04,UPEEPH06,UPEEPH08,UPEEPH09,UPEEPH13,UPEEPH14,UPEEPH16,UPEEPH30,UPEEPH34,UPEEPHI3,UPEMDL16,WPEEPH06"
9;"UDFSQN01F";"CO";2;"UDFSQN16,UDFSQN24"
12;"UMSCPE51I";"CO";3;"UMSCPE04,UMSCPE75,WMSCPE75"
6;"UALCAS06G";"NE";7;"UALCAS09,UALCLI03,UALCLI05,UALCLI10,UALCLI15,UALCLI40,WALCLI03"
12;"UGOLZA13A";"CO";1;"UGOLZA17"
13;"UMGARX02I";"MG";1;"UMGARX08"
6;"UDFGMA30A";"CO";4;"UDFTAG27,UDFTAG48,UDFTAG88,UDFTAGA9"
8;"UMGDCA13K";"MG";2;"UMGCTG22,UMGCTG23"
6;"UMGCTG112";"MG";1;"UMGCTG28"
10;"UMGNAQR12";"MG";1;"UMGNAQ01"
6;"UDFGMA22J";"CO";1;"UDFGMA05"
7;"UPRCPH24G";"PRSC";1;"UPRCPH12"
9;"UGOANS14E";"CO";2;"UGOANS15,UGOANS47"
7;"UCETIG03M";"NE";2;"UCETIG01,UCETIG06"
11;"UPEBEZ03C";"NE";2;"UPEBEZ01,UPEBEZ05"
12;"UMGOUP080";"MG";1;"UMGPAM04"
6;"WGOANS11J";"CO";1;"UGOANS68"
8;"UMGPLA031";"MG";9;"UMGCNO02,UMGCNO03,UMGCNO04,UMGCNO05,UMGCNO07,UMGCNO09,UMGCNOI1,UMGSBR05,UMGSBR06"
8;"UGOGNA0JJ";"CO";4;"UGOGNA3T,UGOGNA92,UGOGNAA7,WGOGNA92"
9;"UMSCPE35G";"CO";10;"UMSCPE01,UMSCPE07,UMSCPE0M,UMSCPE1R,UMSCPE1S,UMSCPE34,UMSCPE41,UMSCPE56,UMSCPE86,WMSCPE34"
9;"USCRSL05A";"PRSC";3;"USCRSL01,USCRSL04,USCRSL09"
10;"UPRCSF47G";"PRSC";2;"UPRCSF03,UPRCSF06"
11;"UMSCPE92C";"CO";2;"UMSCPE11,UMSCPE82"
12;"UROJIP92K";"CO";1;"UROJIP05"
14;"UPITER55K";"NE";1;"UPITER59"
7;"UTOARN21K";"CO";2;"UTOARN12,UTOARN30"
14;"UPEGVT09A";"NE";3;"UPEGVT05,UPEGVT08,UPEGVT11"
11;"UACRBO09G";"CO";1;"UACRBO26"
7;"UGOGNA3JM";"CO";1;"UGOGNAI9"
13;"UROPVO60G";"CO";3;"UROPVO11,UROPVO23,WROPVO23"
13;"UALFAR18F";"NE";5;"UALFAR03,UALFAR09,UALFAR22,UALFAR25,UALFAR28"
7;"UMGIPG092";"MG";1;"UMGIPG11"
10;"UMTVAZ41M";"CO";2;"UMTVAZ27,UMTVAZ35"
10;"UGOLZA25E";"CO";1;"UGOLZA20"
6;"UMTCBA32C";"CO";2;"UMTCBA63,UMTCBA72"
6;"UMTCBA58O";"CO";2;"UMTVAZ33,UMTVAZ38"
7;"UROCWL03G";"CO";1;"UROCWL01"
11;"UPBTAB13M";"NE";4;"UPBTAB03,UPBTAB17,WPBTAB03,WPBTAB17"
12;"UBAIMJ02A";"BASE";1;"UBAIMJ01"
12;"UCEJNE08B";"NE";1;"UCEJNE04"
10;"UCEIAU01A";"NE";1;"UCEIAU03"
11;"UDFCOWCCC";"CO";21;"CDFSQNIA,KDFSQNIA,UDFCOW02,UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFSQN23,UDFSQN39,UDFSQNI2,UDFSQNI4,UDFSQNI6,UDFSQNIA,UDFSQS0S,UDFSQS28,UDFSQS79,UDFSQS87,UDFSQS89,UDFSQSB3,WDFSQNIA,WDFSQS87"
8;"UBANAZ03A";"BASE";1;"UBANAZ01"
13;"URNCAY02G";"NE";1;"URNCAY03"
8;"USCFNS29G";"PRSC";1;"USCFNS02"
12;"UTOPMJ08A";"CO";1;"UTOPMJ03"
9;"UGOGNAB1N";"CO";8;"UGOGNA0O,UGOGNA0T,UGOGNA2M,UGOGNA3E,UGOGNA40,UGOGNA68,UGOGNAC0,UGOGNAC3"
10;"URNPTG11I";"NE";8;"URNPTG01,URNPTG07,URNPTG13,URNPTG18,URNPTG19,WRNPTG01,WRNPTG07,WRNPTG18"
8;"UESCOL03K";"ES";2;"UESCOL02,UESCOL04"
14;"UDFTAGA4O";"CO";5;"UDFTAG19,UDFTAG35,UDFTAG56,UDFTAG85,UDFTAGI2"
14;"UPRCCE32A";"PRSC";6;"UPRCCE33,UPRCCJ11,UPRCCJ13,UPRCCJ14,UPRCCJ16,UPRCCJ34"
12;"UDFTAG30B";"CO";1;"UDFTAG16"
13;"UMGDIV140";"MG";1;"UMGDIV25"
7;"URNMRO17B";"NE";1;"URNMRO06"
7;"UPECRU17E";"NE";9;"UPECRU01,UPECRU04,UPECRU06,UPECRU11,UPECRU12,UPECRU18,UPECRU20,UPECRU42,WPECRU04"
13;"UDFCOW10B";"CO";17;"UDFCOW02,UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQN41,UDFSQN54,UDFSQN92,UDFSQNI2,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS45,UDFSQS62,WDFSQN92,WDFSQS45"
13;"UGOSCQ06B";"CO";1;"UGOSCQ02"
6;"UMGURA011";"MG";1;"UMGURA04"
11;"UPECGB03F";"NE";3;"UPEMDL01,UPEMDL13,WPEMDL01"
13;"UMGCNO062";"MG";1;"UMGCNO05"
14;"UPIPCZ01M";"NE";1;"UPIPCZ06"
9;"UPRLDA19R";"PRSC";15;"UPRLDA01,UPRLDA05,UPRLDA06,UPRLDA07,UPRLDA08,UPRLDA10,UPRLDA11,UPRLDA14,UPRLDA15,UPRLDA17,UPRLDA18,UPRLDA20,UPRLDA36,UPRLDA37,UPRLDA43"
13;"UACRBO30A";"CO";1;"UACRBO19"
9;"UALCAS11A";"NE";1;"UALPAP01"
9;"UDFGMA38M";"CO";2;"UDFGMA08,UDFGMA81"
14;"UGOANS69F";"CO";12;"UGOANS14,UGOANS15,UGOANS17,UGOANS18,UGOANS26,UGOANS28,UGOANS29,UGOANS40,UGOANS47,UGOANS58,UGOANS59,WGOANS59"
7;"UCEIAU03C";"NE";1;"UCEIAU02"
6;"UCEJNE02J";"NE";2;"UCEJNE04,UCEJNE08"
14;"UDFGMA11E";"CO";2;"UDFGMA05,UDFGMA47"
9;"UPRMGA25E";"PRSC";3;"UPRMGA15,UPRMGA17,UPRMGA20"
11;"UCERUS01A";"NE";1;"UCERUS12"
7;"UDFSQN0HK";"CO";1;"UDFSQN23"
9;"UDFSQS0JJ";"CO";3;"UDFSQS47,UDFSQS50,WDFSQS50"
12;"UDFGMA04G";"CO";2;"UDFTAG34,WDFTAG34"
12;"UPEJBO06A";"NE";6;"CPECGBI1,KPECGBI1,UPECGB02,UPECGB05,UPECGBI1,WPECGBI1"
12;"UMGIBA032";"MG";1;"UMGIBA01"
13;"UBAFSA09J";"BASE";3;"UBAFSA15,UBAFSA31,UBAFSA44"
13;"UCEESB02A";"NE";1;"UCEEDS09"
9;"UDFTAG53J";"CO";6;"UDFTAG02,UDFTAG13,UDFTAG41,UDFTAG46,UDFTAG68,UDFTAGI1"
9;"UCEAER04W";"NE";11;"CCEAERI2,KCEAERI2,UCEAER01,UCEAER02,UCEAER08,UCEAER10,UCEAER17,UCEAERI2,UCECOW08,UCEPAR18,WCEAERI2"
11;"UGOGNA36G";"CO";1;"UGOGNA3J"
11;"UCESOL14F";"NE";1;"UCESOL06"
10;"USCNVG02B";"PRSC";1;"USCNVG01"
8;"UDFTAG23F";"CO";2;"UDFTAG40,WDFTAG40"
13;"UBABON01B";"BASE";6;"UBABON03,UBABON04,UBABON11,UBABON19,UBACAB04,UBACAB30"
11;"UMTVAZ33G";"CO";1;"UMTVAZ20"
8;"UGOGNA1NM";"CO";2;"UGOGNA0Z,UGOGNAB9"
10;"UMTCBA13F";"CO";3;"UMTCBA12,UMTCBA14,UMTCBA79"
11;"UPBERA01I";"NE";1;"UPBERA02"
10;"UGOACG22K";"CO";3;"UGOACG01,UGOACG24,UGOACG49"
13;"UMGFRU012";"MG";1;"UMGFRU05"
9;"UBAVLT03B";"BASE";1;"UBAVLT01"
14;"UGOGNA74B";"CO";2;"UGOGNA0N,UGOGNAI9"
13;"UPEPUI04O";"NE";1;"UPEPUI15"
7;"UTOGUR12E";"CO";2;"UTOGUR02,UTOGUR04"
13;"UGOGNAB9C";"CO";3;"UGOGNA0M,UGOGNA3A,UGOGNAIA"
7;"UPEPUI07G";"NE";1;"UPEABU03"
9;"UPEGOIR1B";"NE";2;"UPEGOI05,UPEGOI06"
9;"UMSTLS07F";"CO";1;"UMSTLS02"
6;"UPBCGE16A";"NE";2;"UPBCGE03,UPBCGE05"
14;"UPRCCJ19G";"PRSC";1;"UPRCPH01"
14;"UBAJUA06B";"BASE";1;"UBAJUA03"
9;"UPITER03A";"NE";4;"UPITER17,UPITER30,UPITER51,UPITER83"
10;"UESCAR033";"ES";1;"UESCAR22"
